CD_PRODCOM_2016|TX_PRODCOM_FR|TX_PRODCOM_NL|CD_UNIT|CD_TYPE
28.13.14.30|Pompes centrifuges à roues à canaux et pompes à canal latéral, avec un orifice de refoulement > 15 mm|Centrifugaalpompen met een uitlaatopening met een doorsnede > 15 mm: kanaalwaaierpompen, zijkanaalpompen en turbinepompen|p/st|-
28.13.14.51|Pompes centrifuges monobloc monocellulaires, à simple flux, monobloc, avec un orifice de refoulement > 15 mm|Centrifugaalpompen met een uitlaatopening met een doorsnede > 15 mm: radiale eentrapspompen met eenzijdige instroming, monobloc|p/st|-
28.13.14.53|Pompes centrifuges monocellulaires, à simple flux, non monobloc, avec un orifice de refoulement > 15 mm|Centrifugaalpompen met een uitlaatopening met een doorsnede > 15 mm: radiale eentrapspompen met eenzijdige instroming, andere|p/st|-
28.13.14.55|Pompes centrifuges à roues radiales, monocellulaires, à plusieurs flux, avec un orifice de refoulement > 15 mm|Centrifugaalpompen met een uitlaatopening met een doorsnede > 15 mm, radiale eentrapspompen met meerzijdige instroming|p/st|-
28.13.14.60|Pompes centrifuges à roues radiales, multicellulaires, avec un orifice de refoulement > 15 mm|Centrifugaalpompen met een uitlaatopening met een doorsnede > 15 mm, radiale meertrapspompen (incl. zelfaanzuigende)|p/st|-
28.13.14.71|Pompes roto-dynamiques, mono-étagées, hélico-centrifuges hélicoïdales (à flux axial)|Eentraps-schroefcentrifugaalpompen of -axiaalpompen|p/st|-
28.13.14.75|Pompes roto-dynamiques, multi-étagées, hélico-centrifuges ou hélicoïdales (à flux axial)|Meertraps-schroefcentrifugaalpompen of -axiaalpompen|p/st|-
28.13.14.80|Autres pompes pour liquides, élévateurs à liquides|Andere pompen voor vloeistoffen; elevatoren voor vloeistoffen|p/st|-
28.13.21.70|Pompes à vide à piston tournant, pompes à palettes, pompes moléculaires, pompes Roots, pompes à diffusion, pompes cryostatiques et pompes à adsorption|Draaizuigerpompen, schottenpompen, moleculaire pompen, rootspompen, diffusiepompen, cryopompen en adsorptiepompen|p/st|-
28.13.21.90|Pompes à anneau liquide|Vacuümpompen n.e.g.|p/st|-
28.13.22.00|Pompes à air, à main ou à pied|Hand- en voetpompen, voor lucht|p/st|-
28.13.23.00|Compresseurs frigorifiques|Compressoren voor koelinstallaties|p/st|-
28.13.24.00|Compresseurs d’air remorquables|Luchtcompressoren gemonteerd op een verrijdbaar onderstel dat is ingericht om door een voertuig te worden getrokken|p/st|-
28.13.25.30|Turbocompresseurs, monocellulaires|Turbocompressoren, eentraps|p/st|-
28.13.25.50|Turbocompresseurs, multicellulaires|Turbocompressoren, meertraps|p/st|-
28.13.26.30|Compresseurs volumétriques alternatifs, fournissant une surpression <= 15 bars, d’un débit <= 60 m³/heure|Oscillerende verdringercompressoren waarmee een overdruk <= 15 bar kan worden verkregen, met een capaciteit per uur <= 60 m³|p/st|-
28.13.26.50|Compresseurs volumétriques alternatifs, fournissant une surpression <= 15 bars, d’un débit > 60 m³/heure|Oscillerende verdringercompressoren waarmee een overdruk <= 15 bar kan worden verkregen, met een capaciteit per uur > 60 m³|p/st|-
28.13.26.70|Compresseurs volumétriques alternatifs, fournissant une surpression > 15 bars, d’un débit <= 120 m³/heure|Oscillerende verdringercompressoren waarmee een overdruk > 15 bar kan worden verkregen, met een capaciteit per uur <= 120 m³|p/st|-
28.13.26.90|Compresseurs volumétriques alternatifs, fournissant une surpression > 15 bars, d’un débit > 120 m³/heure|Oscillerende verdringercompressoren waarmee een overdruk kan worden verkregen > 15 bar, met een capaciteit per uur > 120 m³|p/st|-
28.13.27.30|Compresseurs volumétriques rotatifs, à un seul arbre|Roterende verdringercompressoren, met één as|p/st|-
28.13.27.53|Compresseurs volumétriques rotatifs, à plusieurs arbres, à vis|Schroefcompressoren met meer assen|p/st|-
28.13.27.55|Compresseurs volumétriques rotatifs, à plusieurs arbres, autres qu’à vis|Verdringercompressoren met meer assen (excl. schroefcompressoren)|p/st|-
28.13.28.00|Pompes à air et hottes aspirantes à extraction ou à recyclage avec ventilateur incorporé, avec ou sans filtre, dont le plus grand côté horizontal > 120 cm (à l’exclusion des pompes à vide, des pompes à air à main ou à pied et des compresseurs)|Luchtpompen en damp- of wasemafzuigkappen met ingebouwde ventilator, al dan niet voorzien van filters, waarvan de langste horizontale zijde een lengte heeft > 120 cm (excl. vacuümpompen, met de hand of de voet bediende luchtpompen en compressoren)|p/st|-
28.13.31.00|Parties de pompes pour liquides ou d’élévateurs à liquides|Delen van pompen of van elevatoren voor vloeistoffen|-|-
28.13.32.00|Parties de pompes à air ou à vide, de compresseurs d’air ou de gaz, de ventilateurs et de hottes aspirantes|Delen van lucht- of vacuümpompen, van lucht- of gascompressoren, van ventilatoren of van afzuigkappen|-|-
28.14.11.20|Détendeurs, en fonte ou en acier, pour tuyauteries, chaudières, réservoirs, cuves ou contenants similaires (à l’exclusion de ceux combinés avec des filtres ou des lubrificateurs)|Reduceerventielen van gietijzer of van staal voor leidingen, voor ketels, voor reservoirs, voor bakken of voor dergelijke bergingsmiddelen (excl. die gecombineerd met filters of smeerapparaten)|kg|-
28.14.11.40|Détendeurs pour tuyauteries, chaudières, réservoirs, cuves ou contenants similaires (à l’exclusion des détendeurs en fer ou en acier et des détendeurs combinés avec des filtres ou des lubrificateurs)|Reduceerventielen voor leidingen, voor ketels, voor reservoirs, voor bakken of voor dergelijke bergingsmiddelen (excl. die van gietijzer of van staal, en die gecombineerd met filters of smeerapparaten)|kg|-
28.14.11.60|Clapets et soupapes de retenue pour tuyauteries, chaudières, réservoirs, cuves ou contenants similaires|Terugslagkleppen voor leidingen, voor ketels, voor reservoirs, voor bakken of voor dergelijke bergingsmiddelen|kg|-
28.14.11.70|Valves pour pneumatiques et chambres à air|Ventielen voor luchtbanden|kg|-
28.14.11.80|Soupapes de trop-plein ou de sûreté pour tuyauteries, chaudières, réservoirs, cuves ou contenants similaires|Overloopkleppen en veiligheidskleppen, voor leidingen, voor ketels, voor reservoirs, voor bakken of voor dergelijke bergingsmiddelen|kg|-
28.14.12.33|Mélangeurs et mitigeurs de robinetterie sanitaire (à l’exclusion des détendeurs et des valves pour transmissions oléohydrauliques ou pneumatiques, des clapets et soupapes de retenue et des soupapes de trop-plein ou de sûreté)|Sanitaire mengkranen|kg|-
28.14.12.35|Articles de robinetterie sanitaire autres que les mélangeurs et mitigeurs (à l’exclusion des détendeurs et des valves pour transmissions oléohydrauliques ou pneumatiques, des clapets et soupapes de retenue et des soupapes de trop-plein ou de sûreté)|Sanitiare kranen (excl. mengkranen)|kg|-
28.14.12.53|Robinets thermostatiques pour radiateurs de chauffage central|Thermostatisch werkende kranen voor radiatoren van centrale verwarming|kg|-
28.14.12.55|Robinetterie pour radiateurs de chauffage central (à l’exclusion des vannes thermostatiques)|Kranen voor radiatoren van centrale verwarming (excl. thermostatische kranen)|kg|-
28.14.13.13|Vannes de régulation de température (à l’exclusion des vannes thermostatiques pour radiateurs de chauffage central)|Temperatuurregelaars (excl. thermostatische kranen voor radiatoren van centrale verwarming)|kg|-
28.14.13.15|Vannes de régulation pour tuyauteries, chaudières, réservoirs, cuves ou contenants similaires (à l’exclusion des détendeurs et des valves pour transmissions oléohydrauliques ou pneumatiques, des clapets et soupapes de retenue, des soupapes de trop-plein ou de sûreté et des vannes thermostatiques)|Regelafsluiters voor leidingen, voor ketels, voor reservoirs, voor bakken of voor dergelijke bergingsmiddelen (excl. reduceerventielen, kleppen voor oleohydraulische of pneumatische overbrenging, terugslagkleppen, overloopkleppen, veiligheidskleppen en temperatuurregelaars)|kg|-
28.14.13.33|Robinets et vannes à passage direct, en fonte|Schuifafsluiters van gietijzer|kg|-
28.14.13.35|Robinets et vannes à passage direct, en acier|Schuifafsluiters van staal|kg|-
28.14.13.37|Autres robinets et vannes à passage direct|Andere schuifafsluiters|kg|-
28.14.13.53|Robinets à soupapes, en fonte|Klepafsluiters van gietijzer|kg|-
28.14.13.55|Robinets à soupapes, en acier|Klepafsluiters van staal|kg|-
28.14.13.57|Autres robinets à soupapes|Andere klepafsluiters|kg|-
28.14.13.73|Robinets à tournant sphérique, conique ou cylindrique|Kogelafsluiters en plugkranen|kg|-
28.14.13.75|Robinets à papillon|Vlinderkleppen|kg|-
28.14.13.77|Robinets à membrane|Membraanafsluiters|kg|-
28.14.13.80|Autres robinets|Andere, dergelijke artikelen|kg|-
28.14.20.00|Parties d’articles de robinetterie pour tuyauteries, chaudières, réservoirs, cuves ou contenants similaires, y compris les détendeurs et les robinets thermostatiques|Delen van kranen en dergelijke artikelen (incl. reduceerventielen en thermostatisch werkende kleppen), voor leidingen, voor ketels, voor reservoirs, voor bakken en voor dergelijke bergingsmiddelen|-|-
28.15.10.30|Roulements à billes|Kogellagers|kg|-
28.15.10.53|Roulements à rouleaux coniques, y compris les assemblages de cônes et de rouleaux coniques|Kegellagers (incl. samenstellingen van conische ringen en conische rollen)|kg|-
28.15.10.55|Roulements à rouleaux en forme de tonneau|Tonlagers|kg|-
28.15.10.57|Roulements à rouleaux cylindriques (à l’exclusion des roulements à aiguilles)|Cilinderlagers|kg|-
28.15.10.70|Roulements à aiguilles|Naaldlagers|kg|-
28.15.10.90|Roulements à rouleaux, y compris les roulements combinés (à l’exclusion des roulements à rouleaux coniques, des roulements à rouleaux en forme de tonneau et des roulements à aiguilles)|Lagers, (incl. gecombineerde lagers) (excl. kogellagers, kegellagers, tonlagers, cilinderlagers en naaldlagers).|kg|-
28.15.21.30|Chaînes à rouleaux en fer ou en acier, pour cycles et motocycles|Rolkettingen van gietijzer, van ijzer of staal, van de soort gebruikt voor rijwielen of motorrijwielen|kg|-
28.15.21.50|Chaînes à rouleaux, autres que pour cycles et motocycles, en fer ou en acier|Rolkettingen van gietijzer, van ijzer of staal (excl. die van de soort gebruikt voor rijwielen of motorrijwielen)|kg|-
28.15.21.70|Chaînes à maillons articulés en fer ou en acier (à l’exclusion des chaînes à rouleaux)|Scharnierende kettingen van gietijzer, van ijzer of staal (excl. rolkettingen)|kg|-
28.15.22.30|Manivelles et vilebrequins|Krukken en krukassen|kg|-
28.15.22.50|Arbres de transmission à cardan|Cardanassen|kg|-
28.15.22.70|Arbres de transmission autres qu’à cardan|Andere assen|kg|-
28.15.23.30|Paliers à roulements incorporés|Kussenblokken voorzien van kogel-, rol-, naald- of dergelijke lagers|kg|-
28.15.23.50|Paliers sans roulement incorporé; coussinets et coquilles de coussinets|Kussenblokken (excl. die voorzien van kogel-, rol-, naald- of dergelijke lagers); lagerschalen|kg|-
28.15.24.32|Réducteurs et multiplicateurs pour installations fixes; engrenages à roues cylindriques|Cilindrische getande overbrengingen voor stationaire installaties|kg|-
28.15.24.33|Engrenages à roues coniques ou cylindroconiques|Conische of cilindrisch-conische getande overbrengingen voor stationaire installaties, tandwielen|kg|-
28.15.24.34|Engrenages à vis sans fin|Wormwieloverbrengingen voor stationaire installaties|kg|-
28.15.24.40|Autres réducteurs|Andere getande overbrengingen|kg|-
28.15.24.50|Réducteurs, multiplicateurs et variateurs de vitesse pour machines et véhicules terrestres ou maritimes (à l’exclusion des engrenages et roues de friction)|Tandwielkasten en andere overbrengingsmechanismen voor het opvoeren, vertragen of anderszins aanpassen van de snelheid van machines en van land- of zeevoertuigen (excl. getande overbrengingen en wrijvingswielen)|kg|-
28.15.24.73|Broches filetées à billes ou à rouleaux|Kogellager- en rollagerassen|kg|-
28.15.24.75|Autres organes de transmission (à l’exclusion des engrenages et roues de friction, des broches filetées à billes ou à rouleaux et des réducteurs, multiplicateurs et variateurs de vitesse)|Andere overbrengingsorganen (excl. getande overbrengingen, wrijvingswielen, kogellager- en rollagerassen en tandwielkasten en andere overbrengingsmechanismen voor het opvoeren, vertragen of anderszins aanpassen van de snelheid)|kg|-
28.15.25.00|Volants et poulies, y compris poulies à moufles|Vliegwielen en riemschijven (incl. takelblokken)|kg|-
28.15.26.00|Embrayages et organes d’accouplements, y compris les joints d’articulation|Koppelingen en koppelingsorganen (incl. beweeglijke koppelingen)|kg|-
28.15.31.30|Billes, galets, rouleaux et aiguilles pour roulements|Kogels, rollen, naalden en dergelijke delen van lagers|kg|-
28.15.31.50|Parties de roulements (à l’exclusion des billes, galets, rouleaux et aiguilles)|Delen van lagers (excl. kogels, rollen, naalden en dergelijke)|-|-
28.15.32.00|Parties de chaînes à maillons articulés en fer ou en acier|Delen van scharnierende kettingen,, van gietijzer, van ijzer of van staal|-|-
28.15.39.30|Parties de paliers pour roulements de tous genres|Delen van kussenblokken voor lagers van alle soorten|-|-
28.15.39.50|Parties d’organes de transmission, d’arbres de transmission et manivelles, de paliers et coussinets, d’engrenages et roues de friction, de broches filetées à billes ou à rouleaux, de réducteurs, multiplicateurs et autres variateurs de vitesse, de volants et poulies, d’embrayages et d’organes d’accouplement|Delen van drijfwerkassen, nokkenassen, krukassen, krukken, lagerschalen, getande overbrengingen, kogellager- en rollagerassen, tandwielkasten, koppelomvormers, vliegwielen en riemschijven, koppelingen en koppelingsorganen en beweeglijke koppelingen|-|-
28.21.11.30|Brûleurs pour l’alimentation des foyers à combustibles liquides|Branders voor vloeibare brandstof|p/st|-
28.21.11.50|Brûleurs pour l’alimentation des foyers à combustibles solides ou à gaz, y compris les brûleurs mixtes|Branders voor vaste brandstof of voor gas (incl. die voor meer dan een soort brandstof)|p/st|-
28.21.11.70|Foyers automatiques, y compris leurs avant-foyers, grilles mécaniques, dispositifs mécaniques pour l’évacuation des cendres et dispositifs similaires)|Automatische stookinrichtingen (incl. daarvoor bestemde werp- en schroefstokers, mechanische roosters, mechanische toestellen voor het verwijderen van as en dergelijke inrichtingen)|p/st|-
