Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal zeer langdurig niet-werkende werkzoekenden,Aantal niet-werkende werkzoekenden,Procent
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,5,12,41.66667
Nieuwerkerken,71045,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,11,21,52.38095
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,316,1276,24.76489
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,13,94,13.82979
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,46,307,14.98371
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,342,1247,27.42582
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,13,91,14.28571
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,61,372,16.39785
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,342,1146,29.84293
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,11,73,15.06849
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,84,377,22.28117
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,316,1085,29.12442
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,14,78,17.94872
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,86,398,21.60804
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,297,1140,26.05263
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,16,94,17.02128
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,98,405,24.19753
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,288,1116,25.80645
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,17,107,15.88785
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,120,406,29.55665
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,303,1062,28.53107
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,21,99,21.21212
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,139,408,34.06863
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,298,1006,29.62227
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,24,117,20.51282
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,155,433,35.79677
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,300,949,31.61222
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,21,96,21.875
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,171,430,39.76744
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,308,892,34.52915
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,23,87,26.43678
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,164,389,42.15938
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,316,843,37.48517
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,27,86,31.39535
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,152,410,37.07317
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,314,883,35.56059
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,29,94,30.85106
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,155,448,34.59821
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,301,780,38.58974
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,31,87,35.63218
Sint-Truiden,71053,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,174,417,41.72662
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,120,528,22.72727
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,2,26,7.69231
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,8,71,11.26761
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,129,544,23.71324
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,5,37,13.51351
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,11,87,12.64368
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,121,487,24.846
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,9,41,21.95122
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,13,79,16.4557
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,106,447,23.71365
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,10,32,31.25
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,11,71,15.49296
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,103,478,21.54812
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,11,43,25.5814
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,15,72,20.83333
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,112,518,21.62162
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,11,44,25.0
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,20,85,23.52941
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,126,481,26.19543
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,12,48,25.0
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,20,79,25.31646
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,132,425,31.05882
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,13,49,26.53061
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,20,75,26.66667
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,122,379,32.18997
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,17,45,37.77778
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,21,80,26.25
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,114,331,34.44109
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,16,43,37.2093
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,15,69,21.73913
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,108,330,32.72727
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,15,41,36.58537
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,18,73,24.65753
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,116,341,34.0176
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,14,43,32.55814
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,21,79,26.58228
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,110,284,38.73239
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,12,38,31.57895
Tessenderlo,71057,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,21,67,31.34328
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,158,622,25.40193
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,9,66,13.63636
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,10,75,13.33333
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,168,653,25.72741
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,11,74,14.86486
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,14,101,13.86139
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,164,622,26.36656
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,14,65,21.53846
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,16,105,15.2381
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,152,553,27.48644
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,12,61,19.67213
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,20,106,18.86792
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,157,594,26.43098
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,11,63,17.46032
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,24,110,21.81818
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,161,609,26.43678
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,12,63,19.04762
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,23,111,20.72072
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,168,635,26.45669
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,19,68,27.94118
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,22,112,19.64286
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,176,568,30.98592
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,22,76,28.94737
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,26,107,24.29907
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,175,499,35.07014
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,18,68,26.47059
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,29,104,27.88462
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,158,466,33.90558
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,17,62,27.41935
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,24,90,26.66667
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,143,428,33.41121
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,15,53,28.30189
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,21,97,21.64948
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,144,431,33.41067
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,13,58,22.41379
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,25,104,24.03846
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,124,367,33.78747
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,14,48,29.16667
Zonhoven,71066,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,25,104,24.03846
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,64,216,29.62963
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,9,50,18.0
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,6,36,16.66667
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,58,214,27.1028
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,14,65,21.53846
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,7,38,18.42105
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,54,184,29.34783
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,12,51,23.52941
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,9,38,23.68421
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,47,167,28.14371
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,14,53,26.41509
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,7,36,19.44444
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,37,188,19.68085
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,19,58,32.75862
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,10,46,21.73913
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,42,178,23.59551
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,22,60,36.66667
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,8,48,16.66667
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,55,213,25.8216
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,22,65,33.84615
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,6,38,15.78947
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,56,202,27.72277
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,18,57,31.57895
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,7,43,16.27907
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,62,172,36.04651
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,19,56,33.92857
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,9,33,27.27273
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,54,158,34.17722
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,18,50,36.0
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,7,34,20.58824
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,53,139,38.1295
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,EU,15,42,35.71429
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,7,35,20.0
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,België,51,140,36.42857
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,EU,14,39,35.89744
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,8,38,21.05263
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,België,46,120,38.33333
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,EU,12,29,41.37931
Zutendaal,71067,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,9,25,36.0
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,België,70,289,24.22145
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,EU,5,31,16.12903
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,5,51,9.80392
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,België,68,313,21.72524
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,EU,6,40,15.0
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,5,53,9.43396
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,België,76,275,27.63636
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,EU,8,33,24.24242
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,9,56,16.07143
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,België,81,256,31.64063
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,EU,7,22,31.81818
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,11,57,19.29825
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,België,62,272,22.79412
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,EU,4,21,19.04762
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,10,52,19.23077
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,België,63,284,22.1831
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,EU,3,28,10.71429
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,12,54,22.22222
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,België,67,268,25.0
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,EU,3,25,12.0
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,14,57,24.5614
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,België,65,239,27.19665
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,EU,3,20,15.0
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,16,49,32.65306
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,België,65,224,29.01786
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,EU,4,26,15.38462
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,15,45,33.33333
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,België,65,199,32.66332
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,EU,3,20,15.0
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,16,50,32.0
Ham,71069,Nee,"Zeer langdurige niet-werkende werkzoekenden, naar herkomst",2019,België,61,189,32.27513
