Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Herkomst,Aantal langdurig niet-werkende werkzoekenden,Aantal niet-werkende werkzoekenden,Procent
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,58,120,48.33333
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,265,504,52.57937
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,79,156,50.64103
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,67,126,53.1746
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,269,447,60.17897
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,76,138,55.07246
Dilsen-Stokkem,72041,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,57,94,60.6383
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,252,629,40.06359
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,36,121,29.75207
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,12,49,24.4898
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,295,658,44.83283
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,50,122,40.98361
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,20,56,35.71429
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,265,620,42.74194
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,46,117,39.31624
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,19,58,32.75862
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,245,557,43.98564
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,43,113,38.0531
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,23,66,34.84848
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,252,595,42.35294
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,51,132,38.63636
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,30,63,47.61905
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,261,599,43.57262
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,60,128,46.875
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,29,64,45.3125
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,270,667,40.47976
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,54,123,43.90244
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,35,81,43.20988
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,285,585,48.71795
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,55,112,49.10714
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,37,73,50.68493
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,231,485,47.62887
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,44,104,42.30769
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,37,65,56.92308
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,220,463,47.5162
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,46,103,44.66019
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,28,58,48.27586
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,206,431,47.79582
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,46,93,49.46237
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,24,60,40.0
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,213,454,46.9163
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,49,108,45.37037
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,27,56,48.21429
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,220,399,55.13784
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,51,92,55.43478
Oudsbergen,72042,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,30,51,58.82353
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,291,754,38.59416
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,52,167,31.13772
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,22,88,25.0
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,349,811,43.03329
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,70,201,34.82587
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,30,110,27.27273
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,331,747,44.31058
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,81,194,41.75258
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,31,95,32.63158
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,313,715,43.77622
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,70,186,37.63441
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,31,113,27.43363
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,320,770,41.55844
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,73,226,32.30088
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,43,130,33.07692
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,349,770,45.32468
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,90,237,37.97468
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,49,117,41.88034
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,333,718,46.37883
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,94,237,39.66245
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,41,104,39.42308
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,308,659,46.73748
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,104,239,43.51464
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,43,107,40.18692
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,266,560,47.5
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,82,193,42.48705
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,41,114,35.96491
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,257,507,50.69034
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,67,169,39.64497
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,37,98,37.7551
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,247,482,51.24481
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,75,182,41.20879
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,42,108,38.88889
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,246,508,48.4252
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,82,199,41.20603
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,41,117,35.04274
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,242,486,49.79424
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,90,197,45.68528
Pelt,72043,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,54,109,49.54128
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,110,279,39.42652
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,5,14,35.71429
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,11,37,29.72973
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,113,276,40.94203
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,6,16,37.5
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,16,49,32.65306
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,106,255,41.56863
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,4,12,33.33333
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,16,36,44.44444
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,101,261,38.69732
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,3,8,37.5
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,11,35,31.42857
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,109,268,40.67164
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,4,13,30.76923
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,13,33,39.39394
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,114,276,41.30435
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,5,16,31.25
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,15,39,38.46154
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,117,279,41.93548
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,8,19,42.10526
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,18,38,47.36842
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,132,269,49.07063
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,10,16,62.5
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,14,40,35.0
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,121,255,47.45098
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,7,13,53.84615
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,19,42,45.2381
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,120,242,49.58678
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,5,14,35.71429
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,23,42,54.7619
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,121,219,55.25114
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,7,13,53.84615
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,17,43,39.53488
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,119,229,51.96507
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,10,19,52.63158
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,24,49,48.97959
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,126,224,56.25
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,10,14,71.42857
Alken,73001,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,26,48,54.16667
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,354,948,37.34177
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,42,113,37.16814
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,67,214,31.30841
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,417,961,43.3923
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,47,123,38.21138
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,86,249,34.53815
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,386,893,43.22508
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,47,124,37.90323
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,81,214,37.85047
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,360,850,42.35294
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,44,121,36.36364
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,71,205,34.63415
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,379,944,40.14831
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,53,137,38.68613
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,83,233,35.62232
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,422,953,44.28122
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,58,147,39.45578
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,106,242,43.80165
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,408,1030,39.61165
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,64,163,39.2638
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,102,251,40.63745
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,459,927,49.51456
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,79,148,53.37838
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,119,256,46.48438
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,427,843,50.65243
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,65,135,48.14815
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,118,247,47.77328
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,411,756,54.36508
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,66,126,52.38095
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,106,207,51.20773
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,394,742,53.09973
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,65,115,56.52174
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,95,208,45.67308
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,387,742,52.15633
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,56,115,48.69565
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,103,217,47.46544
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,381,639,59.62441
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,65,108,60.18519
Bilzen,73006,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,96,180,53.33333
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,121,312,38.78205
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,EU,3,15,20.0
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,Niet-EU,23,49,46.93878
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,België,131,308,42.53247
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,EU,4,17,23.52941
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2010,Niet-EU,22,44,50.0
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,België,110,275,40.0
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,EU,4,14,28.57143
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2011,Niet-EU,21,53,39.62264
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,België,102,250,40.8
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,EU,5,17,29.41176
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2012,Niet-EU,25,50,50.0
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,België,96,256,37.5
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,EU,4,22,18.18182
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2013,Niet-EU,22,47,46.80851
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,België,116,263,44.10646
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,EU,8,27,29.62963
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2014,Niet-EU,24,52,46.15385
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,België,128,292,43.83562
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,EU,11,27,40.74074
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2015,Niet-EU,29,57,50.87719
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,België,135,272,49.63235
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,EU,10,19,52.63158
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2016,Niet-EU,36,56,64.28571
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,België,114,239,47.69874
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,EU,10,20,50.0
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2017,Niet-EU,30,54,55.55556
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,België,116,225,51.55556
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,EU,12,22,54.54545
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2018,Niet-EU,37,70,52.85714
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,België,120,223,53.81166
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,EU,14,29,48.27586
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2019,Niet-EU,42,71,59.15493
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,België,115,223,51.56951
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,EU,16,31,51.6129
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2020,Niet-EU,46,79,58.22785
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,België,111,198,56.06061
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,EU,17,27,62.96296
Borgloon,73009,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2021,Niet-EU,44,61,72.13115
Heers,73022,Nee,"Langdurig niet-werkende werkzoekenden, naar herkomst",2009,België,107,226,47.34513
