Gemeente,Nis-code,Centrumstad?,Indicator,Jaar,Doelgroep,Aantal meerderjarige nieuwkomers naar doelgroep,Aantal meerderjarige nieuwkomers,Procent
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,20,24,0.83333
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,4,24,0.16667
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,20,0.0
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,13,20,0.65
Waasmunster,42023,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,7,20,0.35
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,4,93,0.04301
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,28,93,0.30108
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,61,93,0.65591
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,2,81,0.02469
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,47,81,0.58025
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,32,81,0.39506
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,1,109,0.00917
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,78,109,0.7156
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,30,109,0.27523
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,3,91,0.03297
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,73,91,0.8022
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,15,91,0.16484
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,92,0.0
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,68,92,0.73913
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,24,92,0.26087
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,2,127,0.01575
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,75,127,0.59055
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,50,127,0.3937
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,4,143,0.02797
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,101,143,0.70629
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,38,143,0.26573
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,2,140,0.01429
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,5,140,0.03571
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,85,140,0.60714
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,48,140,0.34286
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,152,0.00658
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,3,152,0.01974
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,102,152,0.67105
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,46,152,0.30263
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,118,0.0
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,79,118,0.66949
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,39,118,0.33051
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,2,137,0.0146
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,83,137,0.60584
Wetteren,42025,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,52,137,0.37956
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,18,0.0
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,12,18,0.66667
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,6,18,0.33333
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,25,0.0
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,12,25,0.48
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,13,25,0.52
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,19,0.0
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,13,19,0.68421
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,6,19,0.31579
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,1,23,0.04348
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,17,23,0.73913
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,5,23,0.21739
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,1,25,0.04
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,16,25,0.64
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,8,25,0.32
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,20,0.0
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,13,20,0.65
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,7,20,0.35
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,17,0.0
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,9,17,0.52941
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,8,17,0.47059
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,21,0.0
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,17,21,0.80952
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,4,21,0.19048
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,28,0.0
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,28,0.03571
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,12,28,0.42857
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,15,28,0.53571
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,18,0.0
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,17,18,0.94444
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,1,18,0.05556
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,16,0.0
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,9,16,0.5625
Wichelen,42026,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,7,16,0.4375
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,14,130,0.10769
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,82,130,0.63077
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,34,130,0.26154
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,8,114,0.07018
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,83,114,0.72807
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,23,114,0.20175
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,3,107,0.02804
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,91,107,0.85047
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,13,107,0.1215
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,3,122,0.02459
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,103,122,0.84426
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,16,122,0.13115
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,1,89,0.01124
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,72,89,0.80899
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,16,89,0.17978
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,2,134,0.01493
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,89,134,0.66418
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,43,134,0.3209
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,2,117,0.01709
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,79,117,0.67521
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,36,117,0.30769
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,1,127,0.00787
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,4,127,0.0315
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,91,127,0.71654
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,31,127,0.24409
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,134,0.0
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,2,134,0.01493
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,114,134,0.85075
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,18,134,0.13433
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,103,0.0
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,90,103,0.87379
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,13,103,0.12621
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,141,0.0
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,109,141,0.77305
Zele,42028,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,32,141,0.22695
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,35,0.0
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,22,35,0.62857
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,13,35,0.37143
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,4,43,0.09302
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,38,43,0.88372
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,1,43,0.02326
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,5,41,0.12195
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,34,41,0.82927
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,2,41,0.04878
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,1,45,0.02222
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,42,45,0.93333
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,2,45,0.04444
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,50,0.0
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,44,50,0.88
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,6,50,0.12
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,2,59,0.0339
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,40,59,0.67797
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,17,59,0.28814
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,44,0.0
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,36,44,0.81818
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,8,44,0.18182
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,40,0.0
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,26,40,0.65
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,14,40,0.35
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,39,0.0
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,39,0.02564
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,28,39,0.71795
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,10,39,0.25641
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,43,0.0
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,37,43,0.86047
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,6,43,0.13953
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,23,0.0
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,13,23,0.56522
Assenede,43002,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,10,23,0.43478
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,1,169,0.00592
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,43,169,0.25444
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,125,169,0.73964
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,170,0.0
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,128,170,0.75294
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,42,170,0.24706
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,3,80,0.0375
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,54,80,0.675
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,23,80,0.2875
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,173,0.0
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,141,173,0.81503
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,32,173,0.18497
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,2,133,0.01504
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,101,133,0.7594
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,30,133,0.22556
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,14,187,0.07487
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,141,187,0.75401
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,32,187,0.17112
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,142,0.0
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,114,142,0.80282
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,28,142,0.19718
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,2,206,0.00971
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,4,206,0.01942
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,154,206,0.74757
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,46,206,0.2233
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,1,184,0.00543
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,6,184,0.03261
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,148,184,0.80435
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,29,184,0.15761
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,3,137,0.0219
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,111,137,0.81022
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,23,137,0.16788
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,8,150,0.05333
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,111,150,0.74
Eeklo,43005,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,31,150,0.20667
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,0,20,0.0
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,16,20,0.8
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,4,20,0.2
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,0,17,0.0
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,16,17,0.94118
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,1,17,0.05882
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,0,9,0.0
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,8,9,0.88889
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,1,9,0.11111
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,0,12,0.0
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Rechthebbend,11,12,0.91667
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Verplicht           ,1,12,0.08333
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Nader te bepalen,0,8,0.0
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Rechthebbend,4,8,0.5
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2015,Verplicht           ,4,8,0.5
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Nader te bepalen,0,19,0.0
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Rechthebbend,18,19,0.94737
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2016,Verplicht           ,1,19,0.05263
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Nader te bepalen,0,15,0.0
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Rechthebbend,11,15,0.73333
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2017,Verplicht           ,4,15,0.26667
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Nader te bepalen,0,12,0.0
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Rechthebbend,11,12,0.91667
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2018,Verplicht           ,1,12,0.08333
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Nader te bepalen,0,19,0.0
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Rechthebbend,16,19,0.84211
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2019,Verplicht           ,3,19,0.15789
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Nader te bepalen,0,15,0.0
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Rechthebbend,11,15,0.73333
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2020,Verplicht           ,4,15,0.26667
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Nader te bepalen,0,2,0.0
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Rechthebbend,2,2,1.0
Kaprijke,43007,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2021,Verplicht           ,0,2,0.0
Maldegem,43010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Nader te bepalen,1,82,0.0122
Maldegem,43010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Rechthebbend,48,82,0.58537
Maldegem,43010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2011,Verplicht           ,33,82,0.40244
Maldegem,43010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Nader te bepalen,2,81,0.02469
Maldegem,43010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Rechthebbend,68,81,0.83951
Maldegem,43010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2012,Verplicht           ,11,81,0.1358
Maldegem,43010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Nader te bepalen,1,99,0.0101
Maldegem,43010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Rechthebbend,87,99,0.87879
Maldegem,43010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2013,Verplicht           ,11,99,0.11111
Maldegem,43010,Nee,"Meerderjarige nieuwkomers, naar doelgroep",2014,Nader te bepalen,1,83,0.01205
