Gemeente,NIS-code,Centrumstad?,Indicator,Soort aangifte,Jaar,Aantal individuele fiscale aangiften met een netto belastbaar inkomen lager dan 10.000 euro en aantal gemeenschappelijke aangiften met een netto belastbaar inkomen lager dan 20.000 euro,Aantal individuele fiscale aangiften en aantal gemeenschappelijke aangiften,Procent
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,567,4590,0.123529
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,1354,6377,0.212326
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,495,4617,0.107212
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,1323,6416,0.206203
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,433,4668,0.0927592
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,1253,6422,0.195111
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,414,4661,0.0888221
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1209,6546,0.184693
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,375,4668,0.0803342
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1223,6611,0.184995
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,297,4654,0.0638161
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1208,6728,0.179548
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,258,4685,0.0550694
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,1317,6793,0.193876
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,208,4731,0.0439653
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,1232,6706,0.183716
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,165,4734,0.0348542
Dilsen-Stokkem,72041,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1137,6883,0.16519
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,933,5558,0.167866
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,1643,6860,0.239504
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,877,5601,0.156579
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,1693,6959,0.243282
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,773,5619,0.137569
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,1613,6984,0.230956
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,596,5666,0.105189
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,1448,6860,0.211079
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,521,5662,0.092017
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,1466,6906,0.212279
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,442,5674,0.0778992
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,1447,6986,0.207129
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,422,5728,0.0736732
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1452,7053,0.20587
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,376,5716,0.0657803
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1481,7129,0.207743
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,293,5758,0.0508857
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1382,7101,0.19462
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,243,5765,0.0421509
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,1465,7276,0.201347
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,198,5772,0.0343035
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,1368,7310,0.187141
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,143,5750,0.0248696
Oudsbergen,72042,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1255,7288,0.172201
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,1135,7347,0.154485
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,2339,9531,0.24541
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,1061,7389,0.143592
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,2414,9676,0.249483
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,929,7483,0.124148
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,2247,9682,0.23208
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,775,7536,0.10284
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,2041,9477,0.215364
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,672,7581,0.0886427
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,2043,9615,0.21248
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,601,7575,0.0793399
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,2031,9851,0.206172
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,553,7657,0.0722215
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,2037,10102,0.201643
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,493,7722,0.0638436
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,1980,10264,0.192907
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,403,7778,0.0518128
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1987,10347,0.192036
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,387,7813,0.0495328
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,2054,10517,0.195303
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,322,7802,0.0412715
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,1897,10603,0.178912
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,246,7856,0.0313136
Pelt,72043,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1806,10738,0.168188
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,493,2700,0.182593
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,916,3600,0.254444
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,449,2715,0.165378
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,905,3622,0.249862
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,408,2729,0.149505
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,838,3602,0.232649
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,317,2749,0.115315
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,721,3474,0.207542
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,267,2770,0.0963899
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,747,3508,0.212942
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,244,2771,0.0880549
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,720,3546,0.203046
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,240,2783,0.0862379
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,719,3570,0.201401
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,192,2766,0.0694143
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,746,3634,0.205283
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,149,2760,0.0539855
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,776,3749,0.206989
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,128,2754,0.0464779
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,782,3807,0.205411
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,110,2745,0.0400729
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,746,3878,0.192367
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,95,2770,0.034296
Alken,73001,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,714,3895,0.183312
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,1298,6962,0.186441
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,2434,10631,0.228953
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,1191,7023,0.169586
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,2444,10699,0.228433
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,1070,7083,0.151066
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,2266,10709,0.211598
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,924,7105,0.130049
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,2078,10453,0.198795
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,799,7144,0.111842
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,2099,10567,0.198637
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,738,7179,0.1028
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,2027,10794,0.18779
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,694,7246,0.095777
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,1966,10797,0.182088
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,630,7281,0.0865266
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,2006,10946,0.183263
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,539,7264,0.0742015
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,1967,11163,0.176207
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,453,7271,0.0623023
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,2017,11208,0.179961
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,380,7279,0.052205
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,1901,11230,0.169279
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,296,7332,0.040371
Bilzen,73006,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,1701,11113,0.153064
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,557,2486,0.224055
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,759,3457,0.219555
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,505,2483,0.203383
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,759,3546,0.214044
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,446,2489,0.179188
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,731,3579,0.204247
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,382,2503,0.152617
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,644,3528,0.18254
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,329,2517,0.130711
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,638,3500,0.182286
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,303,2528,0.119858
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,603,3513,0.171648
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,284,2526,0.112431
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,612,3505,0.174608
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,254,2518,0.100874
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,645,3613,0.178522
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,205,2483,0.0825614
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,629,3723,0.16895
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,198,2537,0.0780449
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,668,3795,0.176021
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,168,2543,0.0660637
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,669,3833,0.174537
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,129,2557,0.0504497
Borgloon,73009,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,595,3944,0.150862
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,386,1688,0.228673
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,483,2322,0.20801
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,361,1689,0.213736
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,485,2359,0.205596
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,317,1693,0.187242
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,464,2361,0.196527
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,257,1697,0.151444
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,416,2274,0.182938
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,228,1693,0.134672
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,395,2296,0.172038
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,212,1693,0.125222
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,415,2409,0.172271
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,203,1698,0.119552
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,413,2369,0.174335
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,179,1691,0.105855
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,412,2399,0.171738
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,147,1697,0.0866235
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,410,2432,0.168586
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,138,1728,0.0798611
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,446,2470,0.180567
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2019,106,1692,0.0626478
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2019,410,2478,0.165456
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2020,80,1691,0.0473093
Heers,73022,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2020,375,2508,0.149522
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2009,435,2189,0.198721
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2009,706,3281,0.215178
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2010,394,2209,0.178361
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2010,726,3324,0.218412
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2011,348,2209,0.157537
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2011,667,3288,0.202859
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2012,278,2211,0.125735
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2012,614,3208,0.191397
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2013,249,2209,0.112721
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2013,571,3197,0.178605
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2014,225,2195,0.102506
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2014,605,3276,0.184676
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2015,204,2211,0.0922659
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2015,598,3252,0.183887
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2016,183,2228,0.0821364
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2016,622,3296,0.188714
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2017,158,2229,0.0708838
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2017,633,3326,0.190319
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Gemeenschappelijke aangiften,2018,128,2228,0.0574506
Hoeselt,73032,Nee,Fiscaal inkomen beneden kritische grens,Individuele aangiften,2018,597,3314,0.180145
